Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_price,Price,kilometers_driven_log,price_log,CarAge,Brand,Model
Hyundai EON 1.0 Magna Plus Option O,Kochi,2017,30711,Petrol,Manual,First,20.3,998.0,68.05,5.0,,4.45,10.33237617558788,1.4929040961781488,2017,HYUNDAI,EON1.0
Hyundai i20 1.4 CRDi Magna,Kolkata,2011,38277,Diesel,Manual,First,21.9,1396.0,90.0,5.0,,2.4,10.552604472589852,0.8754687373538999,2011,HYUNDAI,i201.4
Volkswagen Vento Diesel Highline,Pune,2012,115000,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,,4.33,11.652687407345388,1.4655675420143985,2012,VOLKSWAGEN,VentoDiesel
Maruti Swift Dzire VXi AT,Coimbatore,2017,46849,Petrol,Automatic,First,18.5,1197.0,83.14,5.0,,6.93,10.754684942721584,1.9358598132018119,2017,MARUTI,SwiftDzire
Hyundai i20 Magna 1.4 CRDi,Ahmedabad,2014,64000,Diesel,Manual,First,21.9,1396.0,90.0,5.0,,4.25,11.06663836234181,1.4469189829363254,2014,HYUNDAI,i20Magna
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Pune,2010,130923,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,,12.5,11.782364643109682,2.5257286443082556,2010,MERCEDES-BENZ,E-Class2009-2013
Hyundai Grand i10 Sportz,Chennai,2015,15000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,7.45,4.9,9.615805480084347,1.589235205116581,2015,HYUNDAI,Grandi10
Hyundai i20 1.4 CRDi Sportz,Mumbai,2014,32720,Diesel,Manual,First,23.0,1396.0,90.0,5.0,,4.5,10.395741790716682,1.5040773967762742,2014,HYUNDAI,i201.4
Renault KWID RXT,Jaipur,2016,12500,Petrol,Manual,First,25.17,799.0,53.3,5.0,4.78,3.0,9.433483923290392,1.0986122886681098,2016,RENAULT,KWIDRXT
Hyundai Xcent 1.2 Kappa AT SX Option,Chennai,2015,59800,Petrol,Automatic,First,16.9,1197.0,82.0,5.0,8.23,5.8,10.998760939938723,1.7578579175523736,2015,HYUNDAI,Xcent1.2
Volkswagen Vento Petrol Highline,Pune,2011,54211,Petrol,Manual,First,15.04,1598.0,103.6,5.0,,3.33,10.90063911886528,1.2029723039923526,2011,VOLKSWAGEN,VentoPetrol
Chevrolet Cruze LTZ AT,Kochi,2015,62242,Diesel,Automatic,First,14.39,1998.0,163.7,5.0,,6.62,11.03878529201209,1.890095369948917,2015,CHEVROLET,CruzeLTZ
Nissan Terrano XL 110 PS,Mumbai,2015,54000,Diesel,Manual,Second,19.01,1461.0,108.5,5.0,15.06,5.75,10.896739325546411,1.749199854809259,2015,NISSAN,TerranoXL
Hyundai Verna 1.6 SX,Hyderabad,2012,65000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,,6.2,11.082142548877775,1.824549292051046,2012,HYUNDAI,Verna1.6
Maruti Celerio VXI AMT,Chennai,2015,55000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,6.0,3.5,10.915088464214607,1.252762968495368,2015,MARUTI,CelerioVXI
Maruti Wagon R LXI,Pune,2010,71000,Petrol,Manual,First,18.9,998.0,67.1,5.0,5.51,2.0,11.170435156023453,0.6931471805599453,2010,MARUTI,WagonR
Hyundai i20 Magna Optional 1.4 CRDi,Chennai,2012,70000,Diesel,Manual,First,21.9,1396.0,88.8,5.0,,4.0,11.156250521031495,1.3862943611198906,2012,HYUNDAI,i20Magna
Audi A4 1.8 TFSI,Mumbai,2011,53000,Petrol,Automatic,First,12.3,1781.0,163.2,5.0,,9.5,10.87804719253426,2.2512917986064953,2011,AUDI,A41.8
BMW X1 sDrive20d,Mumbai,2013,43000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,,17.5,10.668955394675699,2.8622008809294686,2013,BMW,X1sDrive20d
Skoda Rapid 1.6 MPI AT Elegance Plus,Mumbai,2015,54000,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,12.44,6.11,10.896739325546411,1.809926773183504,2015,SKODA,Rapid1.6
Hyundai i10 Magna,Ahmedabad,2014,51000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,,3.75,10.839580911706463,1.3217558399823195,2014,HYUNDAI,i10Magna
Mitsubishi Pajero 2.8 GLX CRZ,Hyderabad,2007,78000,Diesel,Manual,Second,10.5,2835.0,107.2,6.0,,6.2,11.26446410567173,1.824549292051046,2007,MITSUBISHI,Pajero2.8
Honda City i DTEC SV,Mumbai,2014,25000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,,6.15,10.126631103850338,1.8164520818184267,2014,HONDA,Cityi
Maruti Alto K10 2010-2014 VXI,Pune,2012,12600,Petrol,Manual,First,20.92,998.0,67.1,5.0,4.42,2.4,9.441452092939569,0.8754687373538999,2012,MARUTI,AltoK10
Maruti Swift Ldi BSIII,Pune,2009,80000,Diesel,Manual,Fourth & Above,17.8,1248.0,75.0,5.0,,2.15,11.289781913656018,0.7654678421395714,2009,MARUTI,SwiftLdi
Hyundai Grand i10 Magna,Kolkata,2016,21000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,7.45,3.75,9.95227771670556,1.3217558399823195,2016,HYUNDAI,Grandi10
Ford Figo Petrol ZXI,Mumbai,2011,32000,Petrol,Manual,Second,15.6,1196.0,70.0,5.0,,2.15,10.373491181781864,0.7654678421395714,2011,FORD,FigoPetrol
Hyundai Grand i10 SportZ Edition,Bangalore,2015,50000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,7.45,4.75,10.819778284410283,1.55814461804655,2015,HYUNDAI,Grandi10
Maruti SX4 Vxi BSIV,Mumbai,2010,47500,Petrol,Manual,First,15.5,1586.0,103.3,5.0,,2.45,10.768484990022733,0.8960880245566357,2010,MARUTI,SX4Vxi
Honda City i-VTEC VX,Mumbai,2017,7500,Petrol,Manual,First,17.4,1497.0,117.3,5.0,13.76,11.15,8.922658299524402,2.411439497906128,2017,HONDA,Cityi-VTEC
Renault Duster 110PS Diesel RxZ AMT,Jaipur,2016,68163,Diesel,Automatic,First,19.6,1461.0,108.45,5.0,14.11,8.9,11.129657174619114,2.186051276738094,2016,RENAULT,Duster110PS
Honda Amaze S i-Dtech,Ahmedabad,2014,61000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,8.045,4.35,11.018629143155449,1.4701758451005926,2014,HONDA,AmazeS
Toyota Innova 2.5 Z Diesel 7 Seater,Jaipur,2015,100000,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,,12.0,11.512925464970229,2.4849066497880004,2015,TOYOTA,Innova2.5
BMW 3 Series 320d Highline,Mumbai,2009,61500,Diesel,Automatic,Second,16.07,1995.0,181.0,5.0,54.43,8.5,11.02679245379461,2.1400661634962708,2009,BMW,3Series
Hyundai i10 Magna 1.1 iTech SE,Kochi,2017,42883,Petrol,Manual,First,19.81,1086.0,68.05,5.0,,4.27,10.666230755983976,1.451613827240533,2017,HYUNDAI,i10Magna
Renault Duster 85PS Diesel RxL Optional with Nav,Jaipur,2012,97000,Diesel,Manual,Second,20.45,1461.0,83.8,5.0,12.175,4.25,11.48246625748552,1.4469189829363254,2012,RENAULT,Duster85PS
Mitsubishi Outlander 2.4,Bangalore,2010,39525,Petrol,Automatic,First,11.3,2360.0,170.0,5.0,,9.25,10.584688662077673,2.224623551524334,2010,MITSUBISHI,Outlander2.4
Maruti Vitara Brezza LDi,Kochi,2017,35384,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.12,8.61,10.474015019548162,2.152924318439639,2017,MARUTI,VitaraBrezza
Mercedes-Benz R-Class R350 CDI 4MATIC,Hyderabad,2010,46000,Diesel,Automatic,First,11.8,2987.0,261.0,7.0,,28.0,10.736396675471232,3.332204510175204,2010,MERCEDES-BENZ,R-ClassR350
Ford EcoSport 1.5 Diesel Titanium,Coimbatore,2018,32189,Diesel,Manual,First,23.0,1498.0,98.96,5.0,11.2,9.25,10.379380058262003,2.224623551524334,2018,FORD,EcoSport1.5
Hyundai Verna 1.6 CRDI AT SX Option,Chennai,2016,27000,Diesel,Automatic,First,19.08,1582.0,126.2,5.0,,8.6,10.203592144986466,2.151762203259462,2016,HYUNDAI,Verna1.6
Volkswagen Polo 1.2 MPI Highline,Coimbatore,2018,22734,Petrol,Manual,First,16.47,1198.0,74.0,5.0,,7.53,10.031616880246656,2.018895041811802,2018,VOLKSWAGEN,Polo1.2
Renault Duster 110PS Diesel RxL,Mumbai,2014,58002,Diesel,Manual,First,19.64,1461.0,108.45,5.0,15.05,5.75,10.96823277169266,1.749199854809259,2014,RENAULT,Duster110PS
Honda Brio S Option AT,Chennai,2012,31500,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,,4.15,10.357742824813725,1.423108334242607,2012,HONDA,BrioS
Ford Figo 2015-2019 1.2P Titanium MT,Coimbatore,2017,30933,Petrol,Manual,First,18.16,1196.0,86.8,5.0,,5.84,10.339578854186053,1.7647307968401356,2017,FORD,Figo2015-2019
Audi A6 2.0 TDI Design Edition,Kolkata,2012,27090,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,,16.5,10.20691993507914,2.803360380906535,2012,AUDI,A62.0
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Mumbai,2015,29500,Diesel,Automatic,First,15.97,2993.0,258.0,7.0,,43.0,10.292145542327912,3.7612001156935624,2015,BMW,X52014-2019
Hyundai i10 Sportz Option,Pune,2013,45000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,,3.55,10.714417768752456,1.2669476034873244,2013,HYUNDAI,i10Sportz
Hyundai i20 1.2 Asta Option,Hyderabad,2018,11691,Petrol,Manual,First,18.6,1197.0,81.83,5.0,,8.9,9.366574594006819,2.186051276738094,2018,HYUNDAI,i201.2
Skoda Octavia L and K 1.9 TDI MT,Hyderabad,2006,121000,Diesel,Manual,Second,16.4,1896.0,90.0,5.0,,2.5,11.703545824578878,0.9162907318741551,2006,SKODA,OctaviaL
Hyundai Verna Transform SX VGT CRDi,Hyderabad,2010,118077,Diesel,Manual,First,16.2,1493.0,110.0,5.0,,3.85,11.679092233007484,1.3480731482996928,2010,HYUNDAI,VernaTransform
Hyundai Verna 1.6 SX VTVT (O) AT,Chennai,2012,36300,Petrol,Automatic,Third,17.1,1591.0,121.4,5.0,,7.5,10.499573020252942,2.0149030205422647,2012,HYUNDAI,Verna1.6
Hyundai Getz GVS,Mumbai,2005,90000,Petrol,Manual,Second,15.3,1341.0,61.0,5.0,,1.8,11.407564949312402,0.5877866649021191,2005,HYUNDAI,GetzGVS
Ford Figo Diesel EXI,Chennai,2010,78000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,,2.25,11.26446410567173,0.8109302162163288,2010,FORD,FigoDiesel
Audi A6 2011-2015 35 TDI Technology,Mumbai,2015,42000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,,24.25,10.645424897265505,3.188416617383492,2015,AUDI,A62011-2015
Volkswagen Polo 1.2 MPI Highline,Mumbai,2015,27000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,,4.35,10.203592144986466,1.4701758451005926,2015,VOLKSWAGEN,Polo1.2
BMW X1 sDrive20d,Kolkata,2012,22000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,,11.5,9.998797732340453,2.4423470353692043,2012,BMW,X1sDrive20d
Honda City i VTEC SV,Kolkata,2014,49000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,,4.75,10.799575577092764,1.55814461804655,2014,HONDA,Cityi
Hyundai i20 Sportz Option Diesel,Hyderabad,2012,42600,Diesel,Manual,First,23.0,1396.0,90.0,5.0,,4.99,10.659609532257463,1.6074359097634274,2012,HYUNDAI,i20Sportz
Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2018,12794,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,,9.15,9.456731590010083,2.21375387928743,2018,HONDA,Jazz1.2
Maruti Swift 1.3 VXi,Jaipur,2006,125000,Petrol,Manual,Fourth & Above,16.1,1493.0,93.7,5.0,,2.35,11.736069016284437,0.8544153281560676,2006,MARUTI,Swift1.3
Honda CR-V 2.4 AT,Hyderabad,2014,88046,Petrol,Automatic,First,10.1,2354.0,152.0,5.0,,13.99,11.385614684158762,2.63834278867739,2014,HONDA,CR-V2.4
Mercedes-Benz A Class A180 CDI,Bangalore,2014,8000,Diesel,Automatic,Second,20.0,2143.0,107.3,5.0,34.63,19.75,8.987196820661973,2.9831534913471307,2014,MERCEDES-BENZ,AClass
Mahindra XUV500 AT W10 AWD,Coimbatore,2018,82739,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,,16.77,11.32344635388967,2.8195915758351173,2018,MAHINDRA,XUV500AT
Mahindra Bolero SLX 2WD,Bangalore,2006,193000,Diesel,Manual,Third,13.6,2523.0,63.0,7.0,10.86,2.5,12.170445467887022,0.9162907318741551,2006,MAHINDRA,BoleroSLX
Renault Scala RxL AT,Mumbai,2013,7000,Petrol,Automatic,First,17.97,1498.0,99.6,5.0,,3.65,8.85366542803745,1.2947271675944,2013,RENAULT,ScalaRxL
Land Rover Freelander 2 HSE SD4,Ahmedabad,2012,60000,Diesel,Automatic,Second,12.35,2179.0,187.74,5.0,,23.5,11.002099841204238,3.1570004211501135,2012,LAND,RoverFreelander
Maruti Alto 800 VXI,Pune,2017,38000,Petrol,Manual,First,22.74,796.0,47.3,5.0,,3.11,10.545341438708522,1.1346227261911428,2017,MARUTI,Alto800
Toyota Etios G,Kochi,2013,56344,Petrol,Manual,First,17.6,1496.0,88.73,5.0,,4.57,10.939231036425246,1.5195132049061133,2013,TOYOTA,EtiosG
Hyundai i20 Sportz Option,Mumbai,2014,17858,Petrol,Manual,First,17.0,1197.0,80.0,5.0,,5.32,9.790206866077162,1.6714733033535532,2014,HYUNDAI,i20Sportz
Hyundai i10 Sportz,Hyderabad,2012,53000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,,3.2,10.87804719253426,1.1631508098056809,2012,HYUNDAI,i10Sportz
Maruti Swift VDI BSIV,Kochi,2016,67906,Diesel,Manual,First,25.2,1248.0,74.0,5.0,7.92,5.63,11.125879674885814,1.728109442151599,2016,MARUTI,SwiftVDI
Hyundai EON Magna Plus,Hyderabad,2015,19000,Petrol,Manual,First,21.1,814.0,55.2,5.0,,3.0,9.852194258148577,1.0986122886681098,2015,HYUNDAI,EONMagna
BMW 3 Series 320d,Mumbai,2010,67000,Diesel,Automatic,Second,22.69,1995.0,190.0,5.0,47.87,9.25,11.112447898373103,2.224623551524334,2010,BMW,3Series
Tata Indigo XL Classic Dicor,Delhi,2011,80000,Diesel,Manual,First,23.57,1396.0,70.0,5.0,,1.2,11.289781913656018,0.1823215567939546,2011,TATA,IndigoXL
Maruti Alto 800 LXI,Delhi,2015,61000,Petrol,Manual,First,22.74,796.0,47.3,5.0,,2.15,11.018629143155449,0.7654678421395714,2015,MARUTI,Alto800
Volkswagen Polo Diesel Highline 1.2L,Pune,2010,39000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,,3.05,10.571316925111784,1.1151415906193203,2010,VOLKSWAGEN,PoloDiesel
Toyota Corolla Altis VL AT,Ahmedabad,2014,59000,Petrol,Automatic,First,14.28,1798.0,138.03,5.0,21.085,11.5,10.985292722887856,2.4423470353692043,2014,TOYOTA,CorollaAltis
Hyundai Santro Xing GLS,Hyderabad,2008,80931,Petrol,Manual,First,17.92,1086.0,62.1,5.0,,2.3,11.301352218770754,0.8329091229351039,2008,HYUNDAI,SantroXing
Maruti Swift ZXI,Kolkata,2016,34000,Petrol,Manual,First,20.4,1197.0,81.8,5.0,8.16,4.95,10.4341158035983,1.599387576580599,2016,MARUTI,SwiftZXI
Renault Scala Diesel RxL,Hyderabad,2013,130000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,,4.75,11.77528972943772,1.55814461804655,2013,RENAULT,ScalaDiesel
Maruti Vitara Brezza ZDi Plus,Coimbatore,2018,52380,Diesel,Manual,First,24.3,1248.0,88.5,5.0,12.47,10.15,10.866280118061702,2.3174737054877963,2018,MARUTI,VitaraBrezza
Nissan Micra XV,Kolkata,2011,44000,Petrol,Manual,First,18.06,1198.0,75.0,5.0,9.495000000000001,2.65,10.691944912900398,0.9745596399981308,2011,NISSAN,MicraXV
Ford Figo Diesel EXI,Hyderabad,2015,84000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,,3.8,11.33857207782545,1.33500106673234,2015,FORD,FigoDiesel
Honda CR-V 2.0 AT,Kochi,2017,41697,Petrol,Automatic,First,13.1,1997.0,141.1,5.0,,16.68,10.638184462752868,2.8142103969306005,2017,HONDA,CR-V2.0
Nissan Terrano XV 110 PS,Pune,2014,163000,Diesel,Manual,First,19.01,1461.0,108.5,5.0,16.91,5.0,12.0015054797889,1.6094379124341003,2014,NISSAN,TerranoXV
Toyota Etios Liva 1.2 G,Chennai,2011,42000,Petrol,Manual,Second,17.71,1197.0,78.9,5.0,6.51,3.75,10.645424897265505,1.3217558399823195,2011,TOYOTA,EtiosLiva
Hyundai i20 Asta 1.4 CRDi,Jaipur,2013,129000,Diesel,Manual,Third,21.27,1396.0,88.76,5.0,,4.11,11.76756768334381,1.4134230285081433,2013,HYUNDAI,i20Asta
Ford Figo Aspire 1.2 Ti-VCT Ambiente,Chennai,2015,32200,Petrol,Manual,Second,18.16,1196.0,86.8,5.0,,4.25,10.3797217315325,1.4469189829363254,2015,FORD,FigoAspire
Mitsubishi Pajero 2.8 GLX CRZ,Mumbai,2004,129000,Diesel,Manual,First,10.5,2835.0,107.2,6.0,,3.45,11.76756768334381,1.2383742310432684,2004,MITSUBISHI,Pajero2.8
Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2014,40000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,,22.5,10.596634733096073,3.1135153092103742,2014,AUDI,A42.0
Toyota Innova 2.0 E,Delhi,2006,150000,Petrol,Manual,First,12.4,1998.0,132.0,8.0,,4.5,11.918390573078392,1.5040773967762742,2006,TOYOTA,Innova2.0
Chevrolet Aveo U-VA 1.2 LS,Jaipur,2007,140000,Petrol,Manual,First,15.26,1150.0,74.9,5.0,,0.9,11.84939770159144,-0.10536051565782628,2007,CHEVROLET,AveoU-VA
Hyundai Getz GLS,Hyderabad,2006,63181,Petrol,Manual,First,15.3,1341.0,83.0,5.0,,1.85,11.053758902024423,0.6151856390902335,2006,HYUNDAI,GetzGLS
Honda Amaze S i-Dtech,Kolkata,2013,39575,Diesel,Manual,First,25.8,1498.0,98.6,5.0,8.045,3.25,10.585952884749213,1.1786549963416462,2013,HONDA,AmazeS
Maruti Swift VDI BSIV W ABS,Pune,2010,63600,Diesel,Manual,Second,17.8,1248.0,74.0,5.0,7.92,3.1,11.060368749328214,1.1314021114911006,2010,MARUTI,SwiftVDI
Ford Ecosport 1.5 DV5 MT Titanium Optional,Coimbatore,2014,70374,Diesel,Manual,First,22.7,1498.0,89.84,5.0,,7.34,11.16157915574956,1.9933388426264242,2014,FORD,Ecosport1.5
Volkswagen CrossPolo 1.5 TDI,Kolkata,2015,26256,Diesel,Manual,First,20.14,1498.0,88.5,5.0,,4.25,10.175649813329873,1.4469189829363254,2015,VOLKSWAGEN,CrossPolo1.5
Hyundai Elite i20 Petrol Sportz,Delhi,2016,13460,Petrol,Manual,First,18.6,1197.0,81.86,5.0,9.45,6.45,9.50747760319872,1.864080130807681,2016,HYUNDAI,Elitei20
Toyota Innova 2.5 V Diesel 8-seater,Chennai,2011,122000,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,,10.75,11.711776323715394,2.3749057545736716,2011,TOYOTA,Innova2.5
Mercedes-Benz M-Class ML 250 CDI,Kolkata,2015,58589,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,,27.75,10.978302244634175,3.3232358401924436,2015,MERCEDES-BENZ,M-ClassML
Maruti Wagon R LX BSIII,Jaipur,2005,115000,Petrol,Manual,Second,17.3,1061.0,64.0,5.0,5.51,0.99,11.652687407345388,-0.01005033585350145,2005,MARUTI,WagonR
Ford Endeavour 2.2 Trend AT 4X2,Pune,2016,75000,Diesel,Automatic,First,12.62,2198.0,158.0,7.0,,24.0,11.225243392518447,3.1780538303479458,2016,FORD,Endeavour2.2
Hyundai Elite i20 Petrol Sportz,Jaipur,2016,30292,Petrol,Manual,First,18.6,1197.0,81.86,5.0,9.45,6.1,10.318638930233714,1.8082887711792655,2016,HYUNDAI,Elitei20
Honda WRV i-VTEC VX,Ahmedabad,2017,32248,Petrol,Manual,First,17.5,1199.0,88.7,5.0,10.32,8.25,10.381211304797002,2.1102132003465894,2017,HONDA,WRVi-VTEC
Volkswagen Polo Petrol Highline 1.2L,Bangalore,2013,74000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,,4.65,11.211820372186306,1.536867219599265,2013,VOLKSWAGEN,PoloPetrol
Honda CR-V 2.0L 2WD MT,Mumbai,2014,56100,Petrol,Manual,First,13.7,1997.0,153.86,5.0,,9.75,10.934891091510787,2.277267285009756,2014,HONDA,CR-V2.0L
Hyundai Grand i10 1.2 Kappa Asta,Bangalore,2014,61325,Petrol,Manual,First,18.9,1197.0,81.86,5.0,8.1,4.4,11.02394286912669,1.4816045409242156,2014,HYUNDAI,Grandi10
Maruti Swift Dzire VXI,Kolkata,2014,33000,Petrol,Manual,First,19.1,1197.0,85.8,5.0,,3.99,10.404262840448617,1.3837912309017721,2014,MARUTI,SwiftDzire
BMW 5 Series 2003-2012 530d,Coimbatore,2016,18090,Diesel,Automatic,First,16.2,2993.0,258.0,5.0,67.87,45.73,9.80311457838934,3.822754537669964,2016,BMW,5Series
Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,2014,71390,Diesel,Manual,First,22.7,1498.0,89.84,5.0,,5.27,11.175913082496507,1.6620303625532709,2014,FORD,Ecosport1.5
Maruti Wagon R LXI CNG,Mumbai,2014,41000,CNG,Manual,First,26.2,998.0,58.2,5.0,5.51,3.5,10.621327345686446,1.252762968495368,2014,MARUTI,WagonR
Honda City i DTec V,Ahmedabad,2016,67000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,,7.25,11.112447898373103,1.9810014688665833,2016,HONDA,Cityi
Tata Indigo LS,Chennai,2008,99000,Diesel,Manual,Second,17.0,1405.0,70.0,5.0,,1.6,11.502875129116727,0.47000362924573563,2008,TATA,IndigoLS
Renault Duster 110PS Diesel RxL,Pune,2014,142000,Diesel,Manual,Second,19.01,1461.0,108.45,5.0,15.05,6.0,11.863582336583399,1.791759469228055,2014,RENAULT,Duster110PS
Hyundai i10 Sportz,Chennai,2010,26966,Petrol,Manual,First,20.36,1197.0,78.9,5.0,,3.0,10.20233209219402,1.0986122886681098,2010,HYUNDAI,i10Sportz
Honda Jazz 1.2 SV i VTEC,Mumbai,2015,27628,Petrol,Manual,First,18.7,1199.0,88.7,5.0,,4.95,10.226585030208863,1.599387576580599,2015,HONDA,Jazz1.2
Maruti SX4 S Cross DDiS 200 Zeta,Hyderabad,2016,82497,Diesel,Manual,First,23.65,1248.0,88.5,5.0,,8.99,11.320517208025235,2.196112848483529,2016,MARUTI,SX4S
Honda Accord VTi-L MT,Mumbai,2007,86000,Petrol,Manual,Third,11.9,2354.0,144.0,5.0,,1.85,11.362102575235644,0.6151856390902335,2007,HONDA,AccordVTi-L
Volkswagen Polo Petrol Comfortline 1.2L,Coimbatore,2016,26981,Petrol,Manual,First,16.47,1198.0,73.9,5.0,,6.16,10.202888193567093,1.8180767775454285,2016,VOLKSWAGEN,PoloPetrol
Maruti Ritz VDi,Hyderabad,2010,110471,Diesel,Manual,First,21.1,1248.0,73.9,5.0,,3.5,11.612508322056724,1.252762968495368,2010,MARUTI,RitzVDi
Honda Amaze S Petrol,Jaipur,2014,69000,Petrol,Manual,First,19.5,1199.0,88.76,5.0,7.52,4.5,11.141861783579396,1.5040773967762742,2014,HONDA,AmazeS
Hyundai i20 1.2 Asta Option,Hyderabad,2017,12000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,,7.75,9.392661928770137,2.0476928433652555,2017,HYUNDAI,i201.2
Renault Duster 85PS Diesel RxL,Hyderabad,2014,77500,Diesel,Manual,First,20.45,1461.0,83.8,5.0,12.175,6.6,11.258033215341438,1.8870696490323797,2014,RENAULT,Duster85PS
Hyundai Grand i10 Magna,Kochi,2014,48031,Petrol,Manual,First,18.9,1197.0,82.0,5.0,7.45,4.98,10.779601914762763,1.6054298910365616,2014,HYUNDAI,Grandi10
BMW 3 Series 320d Highline,Chennai,2008,170000,Diesel,Automatic,Third,16.07,1995.0,181.0,5.0,54.43,9.75,12.043553716032399,2.277267285009756,2008,BMW,3Series
Ford Ecosport 1.5 DV5 MT Trend,Mumbai,2014,69565,Diesel,Manual,First,22.7,1498.0,89.84,5.0,,5.55,11.150016846275976,1.713797927758343,2014,FORD,Ecosport1.5
Volkswagen Vento 1.5 TDI Highline AT,Hyderabad,2016,45492,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,15.68,10.3,10.725291765304336,2.33214389523559,2016,VOLKSWAGEN,Vento1.5
Honda Accord 2.4 AT,Chennai,2011,85000,Petrol,Automatic,Second,11.7,2354.0,177.6,5.0,,7.5,11.350406535472453,2.0149030205422647,2011,HONDA,Accord2.4
Chevrolet Aveo 1.4,Hyderabad,2008,55902,Petrol,Manual,First,14.49,1399.0,92.7,5.0,,1.8,10.93135543667848,0.5877866649021191,2008,CHEVROLET,Aveo1.4
Volkswagen Polo 1.2 MPI Highline Plus,Hyderabad,2017,18500,Petrol,Manual,First,16.2,1199.0,74.0,5.0,,6.25,9.825526011066415,1.8325814637483102,2017,VOLKSWAGEN,Polo1.2
Mahindra Xylo D4 BS III,Hyderabad,2015,129750,Diesel,Manual,Second,14.95,2489.0,93.7,7.0,11.69,6.8,11.773364801028135,1.916922612182061,2015,MAHINDRA,XyloD4
Hyundai i10 Magna AT,Hyderabad,2009,50902,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,,3.0,10.83765749449752,1.0986122886681098,2009,HYUNDAI,i10Magna
Mahindra XUV500 W8 4WD,Coimbatore,2015,84725,Diesel,Manual,First,15.1,2179.0,140.0,7.0,,11.6,11.347165996475253,2.451005098112319,2015,MAHINDRA,XUV500W8
Hyundai Elantra CRDi SX,Mumbai,2013,40000,Diesel,Manual,Second,22.7,1582.0,126.24,5.0,,6.95,10.596634733096073,1.9387416595767009,2013,HYUNDAI,ElantraCRDi
Volkswagen Passat 1.8 TSI MT,Mumbai,2010,60000,Petrol,Manual,Third,14.3,1798.0,160.0,5.0,,3.5,11.002099841204238,1.252762968495368,2010,VOLKSWAGEN,Passat1.8
Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2014,33496,Petrol,Manual,First,18.9,1197.0,81.86,5.0,7.45,5.5,10.41918130769898,1.7047480922384253,2014,HYUNDAI,Grandi10
Hyundai i20 Asta Option 1.2,Mumbai,2015,25000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,,5.65,10.126631103850338,1.7316555451583497,2015,HYUNDAI,i20Asta
Chevrolet Enjoy TCDi LS 8 Seater,Ahmedabad,2013,71000,Diesel,Manual,First,18.2,1248.0,73.8,8.0,,3.25,11.170435156023453,1.1786549963416462,2013,CHEVROLET,EnjoyTCDi
Skoda Rapid 1.6 MPI AT Ambition Plus Alloy,Coimbatore,2015,20826,Petrol,Automatic,First,14.3,1598.0,103.6,5.0,12.44,7.72,9.943957485089841,2.0438143640366846,2015,SKODA,Rapid1.6
Hyundai Creta 1.6 CRDi SX,Pune,2016,42244,Diesel,Manual,First,19.67,1582.0,126.2,5.0,16.06,12.0,10.651217610866365,2.4849066497880004,2016,HYUNDAI,Creta1.6
